F_RING,YEAR,EXP.INC,GROUP,CS,CS_sc,brood_id,egg_index,HATCHED
DD85998,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85998_2024_BK12A_46,3,1
DD85998,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85998_2024_BK12A_46,4,1
DD85998,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85998_2024_BK12A_46,5,0
DD85998,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85998_2024_BK12A_46,6,0
DD81694,2024,Heated,EXPCON,6,-0.9141479326644292,DD81694_2024_BK14A_49,1,1
DD81694,2024,Heated,EXPCON,6,-0.9141479326644292,DD81694_2024_BK14A_49,2,1
DD81694,2024,Heated,EXPCON,6,-0.9141479326644292,DD81694_2024_BK14A_49,3,1
DD81694,2024,Heated,EXPCON,6,-0.9141479326644292,DD81694_2024_BK14A_49,4,1
DD81694,2024,Heated,EXPCON,6,-0.9141479326644292,DD81694_2024_BK14A_49,5,1
DD81694,2024,Heated,EXPCON,6,-0.9141479326644292,DD81694_2024_BK14A_49,6,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,1,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,2,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,3,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,4,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,5,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,6,1
DC57689,2024,Heated,EXPCON,7,0.6811298321813386,DC57689_2024_BK20A_47,7,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,1,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,2,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,3,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,4,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,5,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,6,1
DC53777,2024,Control,CONEXP,7,0.6811298321813386,DC53777_2024_FA10A_44,7,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,1,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,2,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,3,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,4,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,5,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,6,1
DD83852,2024,Heated,EXPEXP,7,0.6811298321813386,DD83852_2024_FA11B_45,7,0
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,1,1
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,2,1
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,3,1
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,4,1
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,5,1
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,6,0
DC57673,2024,Control,CONEXP,7,0.6811298321813386,DC57673_2024_FA12A_42,7,0
DC57686,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57686_2024_FA14B_46,1,1
DC57686,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57686_2024_FA14B_46,2,1
DC57686,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57686_2024_FA14B_46,3,1
DC57686,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57686_2024_FA14B_46,4,1
DC57686,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57686_2024_FA14B_46,5,1
DC57686,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57686_2024_FA14B_46,6,1
DC57675,2024,Control,CONEXP,6,-0.9141479326644292,DC57675_2024_FA15A_44,1,1
DC57675,2024,Control,CONEXP,6,-0.9141479326644292,DC57675_2024_FA15A_44,2,1
DC57675,2024,Control,CONEXP,6,-0.9141479326644292,DC57675_2024_FA15A_44,3,1
DC57675,2024,Control,CONEXP,6,-0.9141479326644292,DC57675_2024_FA15A_44,4,1
DC57675,2024,Control,CONEXP,6,-0.9141479326644292,DC57675_2024_FA15A_44,5,1
DC57675,2024,Control,CONEXP,6,-0.9141479326644292,DC57675_2024_FA15A_44,6,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,1,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,2,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,3,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,4,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,5,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,6,1
DC57684,2024,Control,CONCON,7,0.6811298321813386,DC57684_2024_FA19B_45,7,0
DD85571,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85571_2024_FA20A_45,1,1
DD85571,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85571_2024_FA20A_45,2,1
DD85571,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85571_2024_FA20A_45,3,1
DD85571,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85571_2024_FA20A_45,4,1
DD85571,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85571_2024_FA20A_45,5,1
DD85571,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85571_2024_FA20A_45,6,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,1,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,2,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,3,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,4,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,5,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,6,1
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,7,0
DC57685,2024,Heated,EXPEXP,8,2.2764075970271063,DC57685_2024_FA22A_45,8,0
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,1,1
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,2,1
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,3,1
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,4,1
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,5,1
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,6,1
DD85035,2024,Heated,EXPCON,7,0.6811298321813386,DD85035_2024_FA26A_44,7,1
DC57683,2024,Control,CONCON,6,-0.9141479326644292,DC57683_2024_FA27A_46,1,1
DC57683,2024,Control,CONCON,6,-0.9141479326644292,DC57683_2024_FA27A_46,2,1
DC57683,2024,Control,CONCON,6,-0.9141479326644292,DC57683_2024_FA27A_46,3,1
DC57683,2024,Control,CONCON,6,-0.9141479326644292,DC57683_2024_FA27A_46,4,1
DC57683,2024,Control,CONCON,6,-0.9141479326644292,DC57683_2024_FA27A_46,5,1
DC57683,2024,Control,CONCON,6,-0.9141479326644292,DC57683_2024_FA27A_46,6,0
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,1,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,2,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,3,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,4,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,5,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,6,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,7,1
DC53289,2024,Control,CONCON,8,2.2764075970271063,DC53289_2024_FA29B_45,8,1
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,1,1
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,2,1
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,3,1
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,4,1
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,5,0
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,6,0
DA78228,2024,Heated,EXPCON,7,0.6811298321813386,DA78228_2024_FA30B_46,7,0
DC53288,2024,Control,CONCON,6,-0.9141479326644292,DC53288_2024_FA3A_45,1,1
DC53288,2024,Control,CONCON,6,-0.9141479326644292,DC53288_2024_FA3A_45,2,1
DC53288,2024,Control,CONCON,6,-0.9141479326644292,DC53288_2024_FA3A_45,3,1
DC53288,2024,Control,CONCON,6,-0.9141479326644292,DC53288_2024_FA3A_45,4,1
DC53288,2024,Control,CONCON,6,-0.9141479326644292,DC53288_2024_FA3A_45,5,1
DC53288,2024,Control,CONCON,6,-0.9141479326644292,DC53288_2024_FA3A_45,6,1
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,1,1
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,2,1
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,3,1
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,4,1
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,5,1
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,6,0
DC57676,2024,Heated,EXPEXP,7,0.6811298321813386,DC57676_2024_FK06B_44,7,0
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,1,1
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,2,1
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,3,1
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,4,1
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,5,1
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,6,0
DC58747,2024,Control,CONEXP,7,0.6811298321813386,DC58747_2024_FK10C_47,7,0
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,1,1
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,2,1
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,3,1
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,4,1
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,5,1
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,6,1
DC57682,2024,Heated,EXPEXP,7,0.6811298321813386,DC57682_2024_FK12B_45,7,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,1,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,2,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,3,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,4,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,5,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,6,1
DC53272,2024,Control,CONEXP,7,0.6811298321813386,DC53272_2024_FK12D_45,7,0
DC57681,2024,Control,CONEXP,6,-0.9141479326644292,DC57681_2024_FK15A_46,1,1
DC57681,2024,Control,CONEXP,6,-0.9141479326644292,DC57681_2024_FK15A_46,2,1
DC57681,2024,Control,CONEXP,6,-0.9141479326644292,DC57681_2024_FK15A_46,3,1
DC57681,2024,Control,CONEXP,6,-0.9141479326644292,DC57681_2024_FK15A_46,4,1
DC57681,2024,Control,CONEXP,6,-0.9141479326644292,DC57681_2024_FK15A_46,5,1
DC57681,2024,Control,CONEXP,6,-0.9141479326644292,DC57681_2024_FK15A_46,6,0
DD85155,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85155_2024_FK15D_48,1,1
DD85155,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85155_2024_FK15D_48,2,1
DD85155,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85155_2024_FK15D_48,3,1
DD85155,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85155_2024_FK15D_48,4,1
DD85155,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85155_2024_FK15D_48,5,1
DD85155,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85155_2024_FK15D_48,6,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,1,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,2,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,3,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,4,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,5,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,6,1
DC57910,2024,Heated,EXPCON,7,0.6811298321813386,DC57910_2024_FK18B_47,7,1
DC58749,2024,Control,CONCON,6,-0.9141479326644292,DC58749_2024_FK23C_48,1,1
DC58749,2024,Control,CONCON,6,-0.9141479326644292,DC58749_2024_FK23C_48,2,1
DC58749,2024,Control,CONCON,6,-0.9141479326644292,DC58749_2024_FK23C_48,3,1
DC58749,2024,Control,CONCON,6,-0.9141479326644292,DC58749_2024_FK23C_48,4,1
DC58749,2024,Control,CONCON,6,-0.9141479326644292,DC58749_2024_FK23C_48,5,0
DC58749,2024,Control,CONCON,6,-0.9141479326644292,DC58749_2024_FK23C_48,6,0
DC57680,2024,Heated,EXPCON,6,-0.9141479326644292,DC57680_2024_FK30A_46,1,1
DC57680,2024,Heated,EXPCON,6,-0.9141479326644292,DC57680_2024_FK30A_46,2,1
DC57680,2024,Heated,EXPCON,6,-0.9141479326644292,DC57680_2024_FK30A_46,3,1
DC57680,2024,Heated,EXPCON,6,-0.9141479326644292,DC57680_2024_FK30A_46,4,1
DC57680,2024,Heated,EXPCON,6,-0.9141479326644292,DC57680_2024_FK30A_46,5,1
DC57680,2024,Heated,EXPCON,6,-0.9141479326644292,DC57680_2024_FK30A_46,6,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,1,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,2,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,3,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,4,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,5,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,6,1
DC53298,2024,Heated,EXPCON,7,0.6811298321813386,DC53298_2024_FK33B_47,7,0
DC53286,2024,Control,CONCON,6,-0.9141479326644292,DC53286_2024_FK35A_45,1,1
DC53286,2024,Control,CONCON,6,-0.9141479326644292,DC53286_2024_FK35A_45,2,1
DC53286,2024,Control,CONCON,6,-0.9141479326644292,DC53286_2024_FK35A_45,3,1
DC53286,2024,Control,CONCON,6,-0.9141479326644292,DC53286_2024_FK35A_45,4,1
DC53286,2024,Control,CONCON,6,-0.9141479326644292,DC53286_2024_FK35A_45,5,1
DC53286,2024,Control,CONCON,6,-0.9141479326644292,DC53286_2024_FK35A_45,6,0
DC57674,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57674_2024_FK42B_44,1,1
DC57674,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57674_2024_FK42B_44,2,1
DC57674,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57674_2024_FK42B_44,3,1
DC57674,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57674_2024_FK42B_44,4,1
DC57674,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57674_2024_FK42B_44,5,0
DC57674,2024,Heated,EXPEXP,6,-0.9141479326644292,DC57674_2024_FK42B_44,6,0
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,1,1
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,2,1
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,3,1
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,4,1
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,5,1
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,6,1
DA77769,2024,Control,CONCON,7,0.6811298321813386,DA77769_2024_FK44D_46,7,1
DC53287,2024,Control,CONCON,6,-0.9141479326644292,DC53287_2024_FKN04A_45,1,1
DC53287,2024,Control,CONCON,6,-0.9141479326644292,DC53287_2024_FKN04A_45,2,1
DC53287,2024,Control,CONCON,6,-0.9141479326644292,DC53287_2024_FKN04A_45,3,1
DC53287,2024,Control,CONCON,6,-0.9141479326644292,DC53287_2024_FKN04A_45,4,1
DC53287,2024,Control,CONCON,6,-0.9141479326644292,DC53287_2024_FKN04A_45,5,1
DC53287,2024,Control,CONCON,6,-0.9141479326644292,DC53287_2024_FKN04A_45,6,0
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,1,1
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,2,1
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,3,1
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,4,1
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,5,1
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,6,1
DC54018,2024,Control,CONEXP,7,0.6811298321813386,DC54018_2024_FO13B_44,7,0
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,1,1
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,2,1
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,3,1
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,4,1
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,5,1
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,6,1
DC53292,2024,Heated,EXPCON,7,0.6811298321813386,DC53292_2024_FO13D_46,7,1
DC53291,2024,Control,CONCON,6,-0.9141479326644292,DC53291_2024_FO14B_46,1,1
DC53291,2024,Control,CONCON,6,-0.9141479326644292,DC53291_2024_FO14B_46,2,1
DC53291,2024,Control,CONCON,6,-0.9141479326644292,DC53291_2024_FO14B_46,3,1
DC53291,2024,Control,CONCON,6,-0.9141479326644292,DC53291_2024_FO14B_46,4,0
DC53291,2024,Control,CONCON,6,-0.9141479326644292,DC53291_2024_FO14B_46,5,0
DC53291,2024,Control,CONCON,6,-0.9141479326644292,DC53291_2024_FO14B_46,6,0
DC53285,2024,Control,CONEXP,6,-0.9141479326644292,DC53285_2024_FO15B_45,1,1
DC53285,2024,Control,CONEXP,6,-0.9141479326644292,DC53285_2024_FO15B_45,2,1
DC53285,2024,Control,CONEXP,6,-0.9141479326644292,DC53285_2024_FO15B_45,3,1
DC53285,2024,Control,CONEXP,6,-0.9141479326644292,DC53285_2024_FO15B_45,4,1
DC53285,2024,Control,CONEXP,6,-0.9141479326644292,DC53285_2024_FO15B_45,5,1
DC53285,2024,Control,CONEXP,6,-0.9141479326644292,DC53285_2024_FO15B_45,6,0
DC53284,2024,Heated,EXPCON,6,-0.9141479326644292,DC53284_2024_FO15D_45,1,1
DC53284,2024,Heated,EXPCON,6,-0.9141479326644292,DC53284_2024_FO15D_45,2,1
DC53284,2024,Heated,EXPCON,6,-0.9141479326644292,DC53284_2024_FO15D_45,3,1
DC53284,2024,Heated,EXPCON,6,-0.9141479326644292,DC53284_2024_FO15D_45,4,1
DC53284,2024,Heated,EXPCON,6,-0.9141479326644292,DC53284_2024_FO15D_45,5,1
DC53284,2024,Heated,EXPCON,6,-0.9141479326644292,DC53284_2024_FO15D_45,6,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,1,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,2,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,3,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,4,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,5,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,6,1
DC53283,2024,Heated,EXPEXP,7,0.6811298321813386,DC53283_2024_FO17A_45,7,1
DC53290,2024,Heated,EXPEXP,6,-0.9141479326644292,DC53290_2024_FO20C_46,1,1
DC53290,2024,Heated,EXPEXP,6,-0.9141479326644292,DC53290_2024_FO20C_46,2,1
DC53290,2024,Heated,EXPEXP,6,-0.9141479326644292,DC53290_2024_FO20C_46,3,1
DC53290,2024,Heated,EXPEXP,6,-0.9141479326644292,DC53290_2024_FO20C_46,4,1
DC53290,2024,Heated,EXPEXP,6,-0.9141479326644292,DC53290_2024_FO20C_46,5,1
DC53290,2024,Heated,EXPEXP,6,-0.9141479326644292,DC53290_2024_FO20C_46,6,1
DC53293,2024,Control,CONCON,6,-0.9141479326644292,DC53293_2024_FO26A_46,1,1
DC53293,2024,Control,CONCON,6,-0.9141479326644292,DC53293_2024_FO26A_46,2,1
DC53293,2024,Control,CONCON,6,-0.9141479326644292,DC53293_2024_FO26A_46,3,1
DC53293,2024,Control,CONCON,6,-0.9141479326644292,DC53293_2024_FO26A_46,4,1
DC53293,2024,Control,CONCON,6,-0.9141479326644292,DC53293_2024_FO26A_46,5,1
DC53293,2024,Control,CONCON,6,-0.9141479326644292,DC53293_2024_FO26A_46,6,1
FO59A_2024,2024,Heated,EXPCON,6,-0.9141479326644292,FO59A_2024_2024_FO59A_45,1,1
FO59A_2024,2024,Heated,EXPCON,6,-0.9141479326644292,FO59A_2024_2024_FO59A_45,2,1
FO59A_2024,2024,Heated,EXPCON,6,-0.9141479326644292,FO59A_2024_2024_FO59A_45,3,1
FO59A_2024,2024,Heated,EXPCON,6,-0.9141479326644292,FO59A_2024_2024_FO59A_45,4,1
FO59A_2024,2024,Heated,EXPCON,6,-0.9141479326644292,FO59A_2024_2024_FO59A_45,5,1
FO59A_2024,2024,Heated,EXPCON,6,-0.9141479326644292,FO59A_2024_2024_FO59A_45,6,1
DC58470,2024,Heated,EXPEXP,6,-0.9141479326644292,DC58470_2024_FO76A_45,1,1
DC58470,2024,Heated,EXPEXP,6,-0.9141479326644292,DC58470_2024_FO76A_45,2,1
DC58470,2024,Heated,EXPEXP,6,-0.9141479326644292,DC58470_2024_FO76A_45,3,1
DC58470,2024,Heated,EXPEXP,6,-0.9141479326644292,DC58470_2024_FO76A_45,4,1
DC58470,2024,Heated,EXPEXP,6,-0.9141479326644292,DC58470_2024_FO76A_45,5,1
DC58470,2024,Heated,EXPEXP,6,-0.9141479326644292,DC58470_2024_FO76A_45,6,0
DC53279,2024,Control,CONEXP,6,-0.9141479326644292,DC53279_2024_FO77A_45,1,1
DC53279,2024,Control,CONEXP,6,-0.9141479326644292,DC53279_2024_FO77A_45,2,1
DC53279,2024,Control,CONEXP,6,-0.9141479326644292,DC53279_2024_FO77A_45,3,1
DC53279,2024,Control,CONEXP,6,-0.9141479326644292,DC53279_2024_FO77A_45,4,1
DC53279,2024,Control,CONEXP,6,-0.9141479326644292,DC53279_2024_FO77A_45,5,1
DC53279,2024,Control,CONEXP,6,-0.9141479326644292,DC53279_2024_FO77A_45,6,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,1,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,2,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,3,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,4,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,5,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,6,1
DC57047,2024,Control,CONEXP,7,0.6811298321813386,DC57047_2024_OJ126A_47,7,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,1,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,2,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,3,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,4,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,5,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,6,1
DC57687,2024,Heated,EXPCON,7,0.6811298321813386,DC57687_2024_OJ134A_44,7,0
DC56299,2024,Heated,EXPEXP,6,-0.9141479326644292,DC56299_2024_OJ136A_47,1,1
DC56299,2024,Heated,EXPEXP,6,-0.9141479326644292,DC56299_2024_OJ136A_47,2,1
DC56299,2024,Heated,EXPEXP,6,-0.9141479326644292,DC56299_2024_OJ136A_47,3,1
DC56299,2024,Heated,EXPEXP,6,-0.9141479326644292,DC56299_2024_OJ136A_47,4,1
DC56299,2024,Heated,EXPEXP,6,-0.9141479326644292,DC56299_2024_OJ136A_47,5,1
DC56299,2024,Heated,EXPEXP,6,-0.9141479326644292,DC56299_2024_OJ136A_47,6,0
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,1,1
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,2,1
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,3,1
