F_RING,YEAR,EXP.INC,GROUP,CS,CS_sc,brood_id,egg_index,HATCHED
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,6,1
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,7,0
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,1,1
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,2,1
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,3,1
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,4,1
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,5,1
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,6,1
CR04178,2025,Heated,EXPCON,7,0.6811298321813386,CR04178_2025_RS5A_48,7,0
CR04449,2025,Control,CONCON,6,-0.9141479326644292,CR04449_2025_FA41A_51,1,1
CR04449,2025,Control,CONCON,6,-0.9141479326644292,CR04449_2025_FA41A_51,2,1
CR04449,2025,Control,CONCON,6,-0.9141479326644292,CR04449_2025_FA41A_51,3,1
CR04449,2025,Control,CONCON,6,-0.9141479326644292,CR04449_2025_FA41A_51,4,1
CR04449,2025,Control,CONCON,6,-0.9141479326644292,CR04449_2025_FA41A_51,5,1
CR04449,2025,Control,CONCON,6,-0.9141479326644292,CR04449_2025_FA41A_51,6,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,1,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,2,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,3,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,4,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,5,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,6,1
DC57810,2025,Heated,EXPEXP,7,0.6811298321813386,DC57810_2025_AN25A_51,7,1
