response,response_label,model_name,selected_model,term,estimate,std_error,statistic,p_value
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,incubation_temperature_sc,-0.13691725809008587,0.051618833820631746,-2.6524670930353493,0.007990591637111109
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,EXP.NESTHeated,0.04300231343527403,0.0936543625557639,0.45915974719991814,0.6461194541459503
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,nestling_temperature_sc,-0.1811239574096518,0.049744119710884493,-3.6411129287713604,2.714620231370084e-4
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,SEXM,-0.06160609155464429,0.03686896794335044,-1.6709470047901178,0.09473214592579984
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,BS_sc,0.04604966152289447,0.04509485515366432,1.0211732883047648,0.30717234541413563
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,(Intercept),16.901174274643793,0.08163173537054791,207.04171236743798,0
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,EXP.INCHeated,-0.14038231150804412,0.09190651683807169,-1.5274467615324927,0.12664995610213997
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,incubation_temperature_sc,-0.12731945985791523,0.05037058974561096,-2.5276547386267043,0.011482721104346736
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,EXP.NESTHeated,0.044911714990808066,0.09161499900916277,0.49022229412802015,0.6239766065779275
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,nestling_temperature_sc,-0.17993841086740928,0.04852833777052706,-3.7079038585305124,2.0898196369070543e-4
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,SEXM,-0.05844991971305076,0.03448686251717479,-1.694845962979153,0.09010464564043577
D12_RTARS,Day-12 tarsus length,student_mean,FALSE,BS_sc,0.04294385442683533,0.04449428449607379,0.9651543993391944,0.3344674831727258
D12_RTARS,Day-12 tarsus length,student_scale,FALSE,(Intercept),16.904178141508964,0.08124972236001407,208.05213421662253,0
D12_RTARS,Day-12 tarsus length,student_scale,FALSE,EXP.INCHeated,-0.1405892657065805,0.09199440135457741,-1.528237193095068,0.12645365745561757
D12_RTARS,Day-12 tarsus length,student_scale,FALSE,incubation_temperature_sc,-0.12779124569788808,0.050359459664490375,-2.537581748280684,0.011162129560581284
